wholesaler_name (도매상명),biz_type (업종명),wholesaler_addr_road (도매도로명주소),wholesaler_addr_jibun (도매지번주소),wholesaler_tel (도매전화),lat (위도),lon (경도),business_status (영업상태),as_of_date (기준일자),provider_org_code (제공기관코드),provider_org_name (제공기관명),has_transport_vehicle,has_storage_facility,supervising_agency,active_flag (활성여부),is_valid_wholesaler (유효도매여부),wholesaler_id (도매상ID),source_file (원천파일),source_sheet (원천시트),source_row_id (원천행ID)
에스메디팜 주식회사,일반종합도매,경상남도 창원시 마산회원구 회성남7길 27 (회성동),경상남도 창원시 마산회원구 회성동 446-2,,35.23260793,128.5572417,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00091,3. 전국의약품도매업소표준데이터.csv,,91
시지팜,일반종합도매,"경상남도 창원시 마산회원구 합포로 274, 한진오피스텔 311호 (양덕동)","경상남도 창원시 마산회원구 양덕동 153-8, 한진오피스텔 311호 (양덕동)",,35.22164019,128.5875528,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00092,3. 전국의약품도매업소표준데이터.csv,,92
주식회사 경동팜,일반종합도매,"경상남도 창원시 마산회원구 합포로 274, 한진오피스텔 1110호 (양덕동)",경상남도 창원시 마산회원구 양덕동 153-8,,35.22161705,128.5875508,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00093,3. 전국의약품도매업소표준데이터.csv,,93
신안당건재한약품,한약도매,경상남도 창원시 마산회원구 합성동11길 100 (합성동),경상남도 창원시 마산회원구 합성동 322-26,,35.24067653,128.5875411,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00094,3. 전국의약품도매업소표준데이터.csv,,94
덕성팜,일반종합도매,"경상남도 창원시 의창구 남산로9번길 37, 302호 (팔용동)",경상남도 창원시 의창구 팔용동 193-14,,35.26126463,128.6150231,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00095,3. 전국의약품도매업소표준데이터.csv,,95
(주)젠스팜,일반종합도매,경상남도 창원시 의창구 남산로9번길 37 (팔용동),경상남도 창원시 의창구 팔용동 193-14,,35.26126463,128.6150231,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,창원보건소,True,False,W00096,3. 전국의약품도매업소표준데이터.csv,,96
창원우리약품,일반종합도매,"경상남도 창원시 의창구 남산로27번길 2, 성산빌딩 402호 (팔용동)",경상남도 창원시 의창구 팔용동 170-12,,35.25889647,128.6132994,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00097,3. 전국의약품도매업소표준데이터.csv,,97
새봄약품,일반종합도매,"경상남도 창원시 마산합포구 교방시장2길 21, 교방프라자 207호 (교방동)","경상남도 창원시 마산합포구 교방동 511, 교방프라자 207호 (교방동)",,35.21671033,128.562357,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00098,3. 전국의약품도매업소표준데이터.csv,,98
중앙한약품,한약도매,경상남도 창원시 마산합포구 3·15대로 248 (중앙동3가),경상남도 창원시 마산합포구 중앙동3가 4-34,,35.20027778,128.5675708,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00099,3. 전국의약품도매업소표준데이터.csv,,99
드림팜,일반종합도매,"경상남도 창원시 마산합포구 3·15대로 134-1, 4층 (중앙동1가)",경상남도 창원시 마산합포구 중앙동1가 1-18,,35.19087547,128.5636836,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00100,3. 전국의약품도매업소표준데이터.csv,,100
디케이팜,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리1길 103,,,35.24991856,128.5099682,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00101,3. 전국의약품도매업소표준데이터.csv,,101
주식회사에스에이치팜,일반종합도매,"경상남도 창원시 마산회원구 내서읍 죽암로 77-13, 팔래스오피스텔 112호",경상남도 창원시 마산회원구 내서읍 중리 794-4,,35.25880529,128.5091696,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00102,3. 전국의약품도매업소표준데이터.csv,,102
명진약품,일반종합도매,"경상남도 창원시 마산회원구 내서읍 숲속로 20-2, 그린빌딩 2층 202호",경상남도 창원시 마산회원구 내서읍 삼계리 507-7,,35.22991348,128.4968168,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00103,3. 전국의약품도매업소표준데이터.csv,,103
그린메디,일반종합도매,"경상남도 창원시 마산회원구 내서읍 숲속로 13-1, 삼계숲속독서실 1층 101호",경상남도 창원시 마산회원구 내서읍 삼계리 527,,35.23045591,128.4975555,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00104,3. 전국의약품도매업소표준데이터.csv,,104
엠제이팜,일반종합도매,"경상남도 창원시 마산회원구 내서읍 삼계8길 31, 제상가동 2층 201호 (화성아파트)",경상남도 창원시 마산회원구 내서읍 삼계리 14,,35.23325501,128.5005731,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00105,3. 전국의약품도매업소표준데이터.csv,,105
이유팜주식회사,일반종합도매,"경상남도 창원시 마산회원구 내서읍 광려천남로 59, 경남로봇랜드재단 2층 216호",경상남도 창원시 마산회원구 내서읍 중리 1121-9,,35.24632294,128.5112411,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00106,3. 전국의약품도매업소표준데이터.csv,,106
창신에너지(주),의료용고압가스,경상남도 창원시 마산회원구 내서읍 광려천남로 135,경상남도 창원시 마산회원구 내서읍 중리 1127-35,,35.24141302,128.5065761,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00107,3. 전국의약품도매업소표준데이터.csv,,107
동성약품,일반종합도매,"경상남도 창원시 마산회원구 3·15대로 874, 더 마크원 오피스텔 1304호 (구암동)",경상남도 창원시 마산회원구 구암동 78-5,,35.2466921,128.5920656,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00108,3. 전국의약품도매업소표준데이터.csv,,108
슈퍼케미칼,일반종합도매,"경상남도 창원시 마산합포구 회원동북로 70, 지상2층 (산호동)",경상남도 창원시 마산합포구 산호동 49-4,,35.21814841,128.5800206,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00109,3. 전국의약품도매업소표준데이터.csv,,109
(주)에이치팜,일반종합도매,"경상남도 창원시 마산합포구 현동로 50, 401호 (현동)",경상남도 창원시 마산합포구 현동 371,,35.15109232,128.5535471,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00110,3. 전국의약품도매업소표준데이터.csv,,110
하남약품,일반종합도매,"경상남도 창원시 마산합포구 현동7길 35, 2층 202호 (현동)","경상남도 창원시 마산합포구 현동 380, 2층 202호 (현동)",,35.1503475,128.5535564,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00111,3. 전국의약품도매업소표준데이터.csv,,111
태하약품,일반종합도매,"경상남도 창원시 마산합포구 현동7길 28, 3층 302-1호 (현동)",경상남도 창원시 마산합포구 현동 377,,35.14999218,128.5544031,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00112,3. 전국의약품도매업소표준데이터.csv,,112
(주)유성팜,일반종합도매,"경상남도 창원시 마산합포구 현동4길 5, 성원빌딩 3층 306호 (현동)",경상남도 창원시 마산합포구 현동 370,,35.15089596,128.5531936,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00113,3. 전국의약품도매업소표준데이터.csv,,113
도성종합가스,의료용고압가스,경상남도 창원시 마산합포구 진북면 진북산업로 489 (도성산소),경상남도 창원시 마산합포구 진북면 추곡리 577-3,,35.15728362,128.4746311,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00114,3. 전국의약품도매업소표준데이터.csv,,114
(주)평화산소,의료용고압가스,경상남도 창원시 마산합포구 진북면 정현공단길 113,경상남도 창원시 마산합포구 진북면 정현리 785-6,,35.17552556,128.464023,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00115,3. 전국의약품도매업소표준데이터.csv,,115
제이팜,일반종합도매,"경상남도 창원시 마산회원구 양덕천길 47 (양덕동, 유한미소안아파트)",경상남도 창원시 마산회원구 양덕동 49-1,,35.23129865,128.5871174,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00116,3. 전국의약품도매업소표준데이터.csv,,116
평화당한약품,한약도매,경상남도 창원시 마산회원구 양덕북9길 3 (양덕동),,,35.23590788,128.5876351,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00117,3. 전국의약품도매업소표준데이터.csv,,117
삼신약품,일반종합도매,경상남도 창원시 마산회원구 양덕로 163 (양덕동),경상남도 창원시 마산회원구 양덕동 65-2,,35.23253555,128.5824474,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00118,3. 전국의약품도매업소표준데이터.csv,,118
화영산소,원료의약품도매,경상남도 창원시 마산회원구 양덕동2길 81 (양덕동),,,35.22488701,128.5884702,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,True,W00119,3. 전국의약품도매업소표준데이터.csv,,119
한성당건재한약품,한약도매,경상남도 창원시 마산합포구 교방천북길 275 (상남동),,,35.20955435,128.5767492,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00120,3. 전국의약품도매업소표준데이터.csv,,120
우솔주식회사,일반종합도매,"경상남도 창원시 마산회원구 내서읍 광려천서로 153, 1층 105호",경상남도 창원시 마산회원구 내서읍 중리 1451-74,,35.2537572814,128.515901331,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00121,3. 전국의약품도매업소표준데이터.csv,,121
국민메디칼,일반종합도매,"경상남도 창원시 마산회원구 회원남로 65, 219동 101호 (회원동, e편한세상창원파크센트럴(2단지))",경상남도 창원시 마산회원구 회원동 314,,35.2202093577,128.5692775051,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00122,3. 전국의약품도매업소표준데이터.csv,,122
대한바이오로직스(주),일반종합도매,"경상남도 창원시 성산구 중앙대로61번길 4, 캔버라호텔 313호 (중앙동)",경상남도 창원시 성산구 중앙동 97-6,,35.2212330174,128.676833,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00123,3. 전국의약품도매업소표준데이터.csv,,123
호안약품,일반종합도매,"경상남도 창원시 의창구 무역로 547, 조은물류센터 4층 507호 (팔용동)",경상남도 창원시 의창구 팔용동 4-53,,35.2271240831,128.6380845297,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00124,3. 전국의약품도매업소표준데이터.csv,,124
사무엘상사,일반종합도매,"경상남도 창원시 의창구 남산로9번길 7, 삼성앙비지네스포옴(주) 303호 (팔용동)",경상남도 창원시 의창구 팔용동 179-13,,35.260537,128.611788,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00125,3. 전국의약품도매업소표준데이터.csv,,125
(주)킴앤디,일반종합도매,"경상남도 창원시 성산구 동산로220번길 25, 삼복빌딩 401호 (사파동)",경상남도 창원시 성산구 사파동 124-5,,35.2243958967,128.6988915422,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00126,3. 전국의약품도매업소표준데이터.csv,,126
조은약품,일반종합도매,"경상남도 창원시 의창구 사화로17번길 23, 일부호 (팔용동)",경상남도 창원시 의창구 팔용동 165-10,,35.258728,128.6111450737,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00127,3. 전국의약품도매업소표준데이터.csv,,127
선우약품,일반종합도매,"경상남도 창원시 의창구 북면 천주로1150번길 15-15, 2층 203호",경상남도 창원시 의창구 북면 신촌리 1459-9,,35.3529030592,128.6104866903,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00128,3. 전국의약품도매업소표준데이터.csv,,128
동해,일반종합도매,"경상남도 창원시 의창구 도계로18번길 6, 108-1호 (도계동, 빨마데파트)",경상남도 창원시 의창구 도계동 330-2,,35.259588,128.634616,영업,2026-01-28,5670000,경상남도 창원시,Y,N,창원보건소,True,False,W00129,3. 전국의약품도매업소표준데이터.csv,,129
(주)삼진산업가스,의료용고압가스,경상남도 창원시 마산합포구 진동면 입곡길 176,경상남도 창원시 마산합포구 진동면 인곡리 784-2,,35.13805027,128.513312,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00130,3. 전국의약품도매업소표준데이터.csv,,130
피피팜,일반종합도매,"경상남도 창원시 마산합포구 진동면 동촌길 185, 101동 706호 (마산 신화하니엘 더 마린)",경상남도 창원시 마산합포구 진동면 진동리 201,,35.11160134,128.4882958,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00131,3. 전국의약품도매업소표준데이터.csv,,131
와이지메디컬,일반종합도매,"경상남도 창원시 마산합포구 용마로 47, 지상2층 201호 (산호동)",경상남도 창원시 마산합포구 산호동 49-5,,35.21808728,128.5798368,영업,2026-01-28,5670000,경상남도 창원시,Y,N,마산보건소,True,False,W00132,3. 전국의약품도매업소표준데이터.csv,,132
대성종합가스,의료용고압가스,"경상남도 창원시 마산합포구 어시장8길 58, 지상1층 (남성동)",경상남도 창원시 마산합포구 남성동 245-1,,35.2019601,128.5761863,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00133,3. 전국의약품도매업소표준데이터.csv,,133
나은한약품,한약도매,"경상남도 창원시 마산합포구 어시장7길 126, 203호 (동성동)","경상남도 창원시 마산합포구 동성동 313, 203호 (동성동)",,35.20410405,128.5787114,영업,2026-01-28,5670000,경상남도 창원시,Y,Y,마산보건소,True,False,W00134,3. 전국의약품도매업소표준데이터.csv,,134
