case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),gap_amount (갭금액),coverage_ratio (커버리지비율),trace_status (추적상태),trace_reason (추적사유),created_from (생성소스)
TRC_25cec338abbd,S00002518,2025-Q1,T04,세파클러캡슐,10149.53,0.7824,Unverified,low_coverage,tracking_validation
TRC_2523f7acf2b6,S00002533,2025-Q1,T08,카나브정,2295067.52,0.7919,Unverified,low_coverage,tracking_validation
TRC_8340e9b15a00,S00002541,2025-Q2,T09,록소르정,170118.52,0.7963,Unverified,low_coverage,tracking_validation
TRC_a73225b672e7,S00002554,2025-Q4,T08,올메텍정,312503.6,0.7858,Unverified,low_coverage,tracking_validation
TRC_89384007f865,S00002574,2025-Q4,T01,올메텍정,479415.58,0.7837,Unverified,low_coverage,tracking_validation
TRC_94226eb7283b,S00002582,2025-Q4,T05,자누비아정,6710248.38,0.7957,Unverified,low_coverage,tracking_validation
TRC_d6b5094710b9,S00002589,2025-Q2,T02,글루코파지정,1518895.57,0.7707,Unverified,low_coverage,tracking_validation
TRC_bc144a92a0af,S00002591,2025-Q1,T02,아토젯정,1034274.14,0.7698,Unverified,low_coverage,tracking_validation
TRC_8b75995be8f1,S00002594,2025-Q1,T10,올메텍정,421436.4,0.7766,Unverified,low_coverage,tracking_validation
TRC_72a08ff399a9,S00002619,2025-Q4,T08,서스펜정,138307.36,0.7774,Unverified,low_coverage,tracking_validation
TRC_ccc15450c9bc,S00002682,2025-Q2,T10,자누비아정,2028449.69,0.7926,Unverified,low_coverage,tracking_validation
TRC_12e7d6097861,S00002689,2025-Q3,T06,글루코파지정,546042.92,0.7789,Unverified,low_coverage,tracking_validation
TRC_5a77aff974f7,S00002696,2025-Q3,T06,아토르바정,3374119.24,0.7728,Unverified,low_coverage,tracking_validation
TRC_edc15c4ef0a0,S00002705,2025-Q2,T09,플라빅스정,6537258.94,0.7772,Unverified,low_coverage,tracking_validation
TRC_87a58a6aa73c,S00002706,2025-Q2,T09,트라젠타정,180064.84,0.7899,Unverified,low_coverage,tracking_validation
TRC_a1f71463c7ca,S00002714,2025-Q1,T01,올메텍정,2622299.57,0.7753,Unverified,low_coverage,tracking_validation
TRC_5137774f1ccc,S00002726,2025-Q3,T01,트라젠타정,409539.57,0.796,Unverified,low_coverage,tracking_validation
TRC_de94ae82314a,S00002741,2025-Q3,T03,록소르정,94626.72,0.7814,Unverified,low_coverage,tracking_validation
TRC_bce8efd38aeb,S00002754,2025-Q1,T03,올메텍정,452881.13,0.7955,Unverified,low_coverage,tracking_validation
TRC_42bd81b71381,S00002758,2025-Q3,T04,세파클러캡슐,236969.27,0.7843,Unverified,low_coverage,tracking_validation
TRC_885dcb60cbd9,S00002785,2025-Q4,T04,플라빅스정,3021295.84,0.7759,Unverified,low_coverage,tracking_validation
TRC_dba91c555cc1,S00002786,2025-Q4,T04,트라젠타정,935764.69,0.795,Unverified,low_coverage,tracking_validation
TRC_8ae86c1c77a1,S00002805,2025-Q2,T03,플라빅스정,6163149.81,0.7953,Unverified,low_coverage,tracking_validation
TRC_18a6c399ecf1,S00002838,2025-Q2,T10,세파클러캡슐,317528.41,0.782,Unverified,low_coverage,tracking_validation
TRC_5e6b4251fcbe,S00002844,2025-Q2,T10,리피토정,4191570.09,0.7857,Unverified,low_coverage,tracking_validation
TRC_2ef70fcd4808,S00002849,2025-Q3,T05,글루코파지정,1891505.47,0.7703,Unverified,low_coverage,tracking_validation
TRC_2b3e4f5637eb,S00002869,2025-Q3,T03,글루코파지정,30650.72,0.7995,Unverified,low_coverage,tracking_validation
TRC_4c7bff956a38,S00002890,2025-Q1,T07,로수젯정,540561.4,0.7864,Unverified,low_coverage,tracking_validation
TRC_d8da7143e30e,S00002894,2025-Q3,T06,올메텍정,401843.18,0.7928,Unverified,low_coverage,tracking_validation
TRC_ee7c0cbabad0,S00002928,2025-Q4,T07,가브스정,1080099.02,0.7711,Unverified,low_coverage,tracking_validation
TRC_e0afb2017e43,S00002933,2025-Q3,T05,카나브정,48759.51,0.7852,Unverified,low_coverage,tracking_validation
TRC_dca2c07c31fd,S00002946,2025-Q2,T08,트라젠타정,168978.58,0.7807,Unverified,low_coverage,tracking_validation
TRC_01085a90762e,S00002986,2025-Q1,T07,트라젠타정,756468.64,0.7907,Unverified,low_coverage,tracking_validation
TRC_a64df00244d1,S00002990,2025-Q4,T06,로수젯정,2851568.01,0.7895,Unverified,low_coverage,tracking_validation
TRC_b12165890519,S00002994,2025-Q2,T07,올메텍정,1248073.08,0.7941,Unverified,low_coverage,tracking_validation
TRC_01ab57dadec2,S00003003,2025-Q2,T09,아모잘탄정,353071.28,0.7722,Unverified,low_coverage,tracking_validation
TRC_877f86f1e266,S00003011,2025-Q1,T05,아토젯정,307991.5,0.7807,Unverified,low_coverage,tracking_validation
TRC_9cbe6894fd5a,S00003018,2025-Q3,T04,세파클러캡슐,303449.22,0.7748,Unverified,low_coverage,tracking_validation
TRC_d7549d25d1cc,S00003021,2025-Q3,T10,록소르정,1212424.16,0.7944,Unverified,low_coverage,tracking_validation
TRC_e209829450c3,S00003030,2025-Q4,T04,로수젯정,7162753.17,0.7863,Unverified,low_coverage,tracking_validation
TRC_cfcbddc026f3,S00003070,2025-Q4,T02,로수젯정,5823923.98,0.786,Unverified,low_coverage,tracking_validation
TRC_65dbd6f493df,S00003073,2025-Q2,T03,카나브정,103628.62,0.7796,Unverified,low_coverage,tracking_validation
TRC_5091a563974b,S00003088,2025-Q1,T04,가브스정,879829.67,0.7706,Unverified,low_coverage,tracking_validation
TRC_50f7a27e48fa,S00003111,2025-Q2,T02,아토젯정,895122.06,0.7953,Unverified,low_coverage,tracking_validation
TRC_a029efd71458,S00003118,2025-Q3,T08,세파클러캡슐,4995792.66,0.7822,Unverified,low_coverage,tracking_validation
TRC_40e9c391859a,S00003125,2025-Q4,T05,플라빅스정,6509577.69,0.7835,Unverified,low_coverage,tracking_validation
TRC_8203ccde34eb,S00003139,2025-Q1,T01,서스펜정,341808.97,0.7712,Unverified,low_coverage,tracking_validation
TRC_57975aba7e57,S00003147,2025-Q1,T06,네시나정,6132706.12,0.7931,Unverified,low_coverage,tracking_validation
TRC_902b1e11e20e,S00003152,2025-Q4,T01,엑스포지정,444690.98,0.7706,Unverified,low_coverage,tracking_validation
TRC_c2ee0cecd62d,S00003174,2025-Q3,T08,올메텍정,580389.59,0.7811,Unverified,low_coverage,tracking_validation
TRC_7aade67b962c,S00003185,2025-Q4,T03,플라빅스정,521707.28,0.7944,Unverified,low_coverage,tracking_validation
TRC_aca638334e28,S00003191,2025-Q3,T07,아토젯정,2201611.69,0.7692,Unverified,low_coverage,tracking_validation
TRC_19f0f7646264,S00003201,2025-Q3,T06,록소르정,109604.26,0.7708,Unverified,low_coverage,tracking_validation
TRC_28a749335e9d,S00003209,2025-Q2,T10,글루코파지정,813125.08,0.7933,Unverified,low_coverage,tracking_validation
TRC_04e38c30afd5,S00003211,2025-Q3,T08,아토젯정,9496426.84,0.7904,Unverified,low_coverage,tracking_validation
TRC_12c14eb27e15,S00003220,2025-Q2,T08,넥시움정,5609471.04,0.7827,Unverified,low_coverage,tracking_validation
TRC_134a3cdda3ec,S00003228,2025-Q4,T07,가브스정,2494611.76,0.7723,Unverified,low_coverage,tracking_validation
TRC_ce79e9c733ee,S00003234,2025-Q4,T01,올메텍정,311589.28,0.7766,Unverified,low_coverage,tracking_validation
TRC_942f26bb353e,S00003240,2025-Q3,T10,넥시움정,132238.06,0.7948,Unverified,low_coverage,tracking_validation
TRC_7f5ba07ba4f3,S00003261,2025-Q4,T09,록소르정,178173.46,0.7723,Unverified,low_coverage,tracking_validation
TRC_8f0d0cc0db75,S00003275,2025-Q4,T02,디아미크롱서방정,1270784.41,0.7941,Unverified,low_coverage,tracking_validation
TRC_0b5dfbb512b4,S00003282,2025-Q1,T04,자누비아정,1914444.44,0.7955,Unverified,low_coverage,tracking_validation
TRC_0cc354ff9245,S00003284,2025-Q1,T10,리피토정,329768.16,0.7896,Unverified,low_coverage,tracking_validation
TRC_c1b30d06e9cc,S00003290,2025-Q1,T01,로수젯정,6575798.14,0.7992,Unverified,low_coverage,tracking_validation
TRC_86ee1764f8ed,S00003322,2025-Q4,T10,자누비아정,1008114.02,0.7838,Unverified,low_coverage,tracking_validation
TRC_76bed17df967,S00003356,2025-Q2,T03,아토르바정,594581.14,0.791,Unverified,low_coverage,tracking_validation
TRC_6b4bf4f43b4f,S00003364,2025-Q3,T03,리피토정,48978.4,0.7942,Unverified,low_coverage,tracking_validation
TRC_094791ba8843,S00003370,2025-Q2,T06,로수젯정,11025961.52,0.7716,Unverified,low_coverage,tracking_validation
TRC_8121727e4690,S00003377,2025-Q3,T02,타미플루캡슐,10574935.87,0.7801,Unverified,low_coverage,tracking_validation
TRC_da56cc551e14,S00003380,2025-Q2,T02,넥시움정,459516.76,0.7965,Unverified,low_coverage,tracking_validation
TRC_464803ad3ac0,S00003384,2025-Q1,T10,리피토정,21209.43,0.7925,Unverified,low_coverage,tracking_validation
TRC_a2423c117a21,S00003392,2025-Q2,T10,엑스포지정,2527260.59,0.7761,Unverified,low_coverage,tracking_validation
TRC_b664e7b2f39a,S00003398,2025-Q3,T09,세파클러캡슐,3970509.79,0.7911,Unverified,low_coverage,tracking_validation
TRC_b302e9213826,S00003409,2025-Q1,T01,글루코파지정,2394413.39,0.7936,Unverified,low_coverage,tracking_validation
TRC_715d3e72c453,S00003419,2025-Q4,T02,서스펜정,537513.64,0.7813,Unverified,low_coverage,tracking_validation
TRC_154112f77e8a,S00003421,2025-Q2,T03,록소르정,1706599.12,0.7797,Unverified,low_coverage,tracking_validation
TRC_cc0d3f21576f,S00003449,2025-Q4,T08,글루코파지정,1147334.51,0.79,Unverified,low_coverage,tracking_validation
TRC_884deb79bbf2,S00003454,2025-Q2,T09,올메텍정,288008.35,0.7824,Unverified,low_coverage,tracking_validation
TRC_bc5578db596c,S00003455,2025-Q4,T09,디아미크롱서방정,167296.63,0.777,Unverified,low_coverage,tracking_validation
TRC_3101a1efe8b1,S00003456,2025-Q3,T08,아토르바정,2486476.98,0.7708,Unverified,low_coverage,tracking_validation
TRC_6b9a05920c60,S00003484,2025-Q2,T03,리피토정,603262.71,0.774,Unverified,low_coverage,tracking_validation
TRC_806aad92effa,S00003520,2025-Q3,T04,넥시움정,5120118.47,0.7703,Unverified,low_coverage,tracking_validation
TRC_12438f309fcd,S00003533,2025-Q3,T01,카나브정,596532.9,0.7888,Unverified,low_coverage,tracking_validation
TRC_14cdbeaf9ffb,S00003535,2025-Q1,T08,디아미크롱서방정,1320085.11,0.7935,Unverified,low_coverage,tracking_validation
TRC_89f3818332b4,S00003543,2025-Q4,T06,아모잘탄정,103298.06,0.7846,Unverified,low_coverage,tracking_validation
TRC_9cdc66ffc3a1,S00003561,2025-Q2,T04,록소르정,44739.9,0.7889,Unverified,low_coverage,tracking_validation
TRC_dc96e0708a20,S00003583,2025-Q4,T09,아모잘탄정,6769202.58,0.7852,Unverified,low_coverage,tracking_validation
TRC_db1d9ed9d7fa,S00003585,2025-Q3,T03,플라빅스정,2154463.49,0.7917,Unverified,low_coverage,tracking_validation
TRC_a8c842da5125,S00003587,2025-Q1,T01,네시나정,93540.05,0.7872,Unverified,low_coverage,tracking_validation
TRC_2b5f3e28e422,S00003593,2025-Q2,T05,카나브정,137177.85,0.7896,Unverified,low_coverage,tracking_validation
TRC_d16bab489908,S00003604,2025-Q3,T09,리피토정,572026.79,0.7864,Unverified,low_coverage,tracking_validation
TRC_bfc8a8f75a93,S00003621,2025-Q4,T02,록소르정,1033624.35,0.7799,Unverified,low_coverage,tracking_validation
TRC_3b5eb534224c,S00003632,2025-Q2,T07,엑스포지정,653803.2,0.7737,Unverified,low_coverage,tracking_validation
TRC_cb8d170be4e1,S00003648,2025-Q3,T08,가브스정,806363.66,0.7773,Unverified,low_coverage,tracking_validation
TRC_d2e6cdbbd088,S00003650,2025-Q1,T06,로수젯정,476165.93,0.7879,Unverified,low_coverage,tracking_validation
TRC_07c0e0a514a3,S00003655,2025-Q4,T03,디아미크롱서방정,259070.88,0.7844,Unverified,low_coverage,tracking_validation
TRC_67baedb99128,S00003670,2025-Q4,T06,로수젯정,367881.72,0.7927,Unverified,low_coverage,tracking_validation
TRC_5ac8c24d2266,S00003673,2025-Q4,T05,카나브정,641230.4,0.7947,Unverified,low_coverage,tracking_validation
TRC_b207bae3af3f,S00003678,2025-Q3,T04,세파클러캡슐,84061.31,0.7848,Unverified,low_coverage,tracking_validation
TRC_e40cf6cecaed,S00003687,2025-Q4,T04,네시나정,456850.92,0.7807,Unverified,low_coverage,tracking_validation
TRC_925dca00ef9a,S00003691,2025-Q3,T03,아토젯정,7452419.82,0.7781,Unverified,low_coverage,tracking_validation
TRC_9399693934d0,S00003696,2025-Q3,T07,아토르바정,557957.98,0.7711,Unverified,low_coverage,tracking_validation
TRC_d8dc0dffa9f5,S00003704,2025-Q3,T09,리피토정,374675.02,0.7759,Unverified,low_coverage,tracking_validation
TRC_f881ddd62892,S00003708,2025-Q3,T10,가브스정,2121795.39,0.7756,Unverified,low_coverage,tracking_validation
TRC_f63b622bb38f,S00003726,2025-Q1,T07,트라젠타정,107209.38,0.7864,Unverified,low_coverage,tracking_validation
TRC_49679bba53c4,S00003738,2025-Q3,T06,세파클러캡슐,79734.49,0.7721,Unverified,low_coverage,tracking_validation
TRC_9a299984db2f,S00003746,2025-Q1,T02,트라젠타정,993578.29,0.791,Unverified,low_coverage,tracking_validation
TRC_ca140d22431d,S00003767,2025-Q4,T02,네시나정,418430.93,0.7759,Unverified,low_coverage,tracking_validation
TRC_0acf8bf473bf,S00003772,2025-Q3,T01,엑스포지정,438096.67,0.7888,Unverified,low_coverage,tracking_validation
TRC_dfa645ae80de,S00003787,2025-Q3,T03,네시나정,621397.56,0.7874,Unverified,low_coverage,tracking_validation
TRC_41248c59186c,S00003793,2025-Q4,T05,카나브정,2883070.79,0.7699,Unverified,low_coverage,tracking_validation
TRC_7d807cdbcee9,S00003821,2025-Q3,T08,록소르정,9641.99,0.7801,Unverified,low_coverage,tracking_validation
TRC_76194aa8d879,S00003842,2025-Q2,T02,자누비아정,2923741.71,0.7868,Unverified,low_coverage,tracking_validation
TRC_e66bdf8eb3b0,S00003869,2025-Q3,T04,글루코파지정,30530.92,0.787,Unverified,low_coverage,tracking_validation
TRC_e7397fef5f7b,S00003905,2025-Q2,T02,플라빅스정,4763366.92,0.7909,Unverified,low_coverage,tracking_validation
TRC_fe915bc00272,S00003906,2025-Q3,T02,트라젠타정,706276.64,0.7931,Unverified,low_coverage,tracking_validation
TRC_c1a54ff5f753,S00003908,2025-Q4,T03,가브스정,700852.65,0.7898,Unverified,low_coverage,tracking_validation
TRC_6c9068c52ed1,S00003915,2025-Q1,T01,디아미크롱서방정,1450552.12,0.7796,Unverified,low_coverage,tracking_validation
TRC_b07863297280,S00003917,2025-Q4,T02,타미플루캡슐,596074.8,0.7885,Unverified,low_coverage,tracking_validation
TRC_25add459e90b,S00003938,2025-Q2,T09,세파클러캡슐,334571.26,0.7997,Unverified,low_coverage,tracking_validation
TRC_35066da23d78,S00003942,2025-Q1,T10,자누비아정,1617150.24,0.7879,Unverified,low_coverage,tracking_validation
TRC_3f72c4fab10b,S00003945,2025-Q2,T09,플라빅스정,3247726.17,0.7866,Unverified,low_coverage,tracking_validation
TRC_60bdd976115f,S00003950,2025-Q4,T01,로수젯정,2498265.62,0.7926,Unverified,low_coverage,tracking_validation
TRC_c366f45475bd,S00003967,2025-Q3,T03,네시나정,4069938.41,0.7728,Unverified,low_coverage,tracking_validation
TRC_c5ad92f5cee7,S00003975,2025-Q2,T07,디아미크롱서방정,242360.86,0.7976,Unverified,low_coverage,tracking_validation
TRC_f1efd624c2b7,S00003976,2025-Q3,T07,아토르바정,1524492.95,0.7912,Unverified,low_coverage,tracking_validation
TRC_a86d1f16d3f4,S00003978,2025-Q4,T08,세파클러캡슐,1865097.01,0.7981,Unverified,low_coverage,tracking_validation
TRC_0c9e9b39c295,S00003992,2025-Q4,T06,엑스포지정,1810655.22,0.7819,Unverified,low_coverage,tracking_validation
TRC_99e08ef16dcb,S00003997,2025-Q1,T04,타미플루캡슐,470251.97,0.7907,Unverified,low_coverage,tracking_validation
TRC_77183d4738a0,S00004017,2025-Q4,T07,타미플루캡슐,340214.51,0.7933,Unverified,low_coverage,tracking_validation
TRC_b3394835aca4,S00004028,2025-Q3,T10,가브스정,8809212.05,0.7935,Unverified,low_coverage,tracking_validation
TRC_29f8aad4a0f1,S00004029,2025-Q3,T10,글루코파지정,173087.09,0.7844,Unverified,low_coverage,tracking_validation
TRC_7b003c1403ec,S00004037,2025-Q4,T09,타미플루캡슐,204077.79,0.7876,Unverified,low_coverage,tracking_validation
TRC_06e801cec3e6,S00004038,2025-Q1,T06,세파클러캡슐,117822.3,0.7731,Unverified,low_coverage,tracking_validation
TRC_eb60ff5ecb21,S00004045,2025-Q1,T04,플라빅스정,5486542.67,0.7861,Unverified,low_coverage,tracking_validation
TRC_c220d9d01b16,S00004087,2025-Q4,T06,네시나정,5780598.84,0.7741,Unverified,low_coverage,tracking_validation
TRC_ae71517e0e3c,S00004091,2025-Q3,T04,아토젯정,2784506.94,0.7826,Unverified,low_coverage,tracking_validation
TRC_6e32de319635,S00004096,2025-Q4,T07,아토르바정,130767.31,0.7783,Unverified,low_coverage,tracking_validation
TRC_680c7807dcd0,S00004110,2025-Q4,T03,로수젯정,8570128.93,0.7912,Unverified,low_coverage,tracking_validation
TRC_15a689456945,S00004112,2025-Q3,T03,엑스포지정,6623800.57,0.7702,Unverified,low_coverage,tracking_validation
TRC_b38a03198485,S00004143,2025-Q3,T07,아모잘탄정,152813.56,0.7817,Unverified,low_coverage,tracking_validation
TRC_f4240744a363,S00004146,2025-Q4,T04,트라젠타정,508899.48,0.7919,Unverified,low_coverage,tracking_validation
TRC_c36b7338a078,S00004161,2025-Q2,T04,록소르정,74387.84,0.7815,Unverified,low_coverage,tracking_validation
TRC_b00f210282fc,S00004163,2025-Q1,T08,아모잘탄정,428382.33,0.7947,Unverified,low_coverage,tracking_validation
TRC_544d258c00ca,S00004164,2025-Q3,T01,리피토정,1709407.17,0.7949,Unverified,low_coverage,tracking_validation
TRC_0def7100b1ca,S00004183,2025-Q2,T05,아모잘탄정,3767756.18,0.7988,Unverified,low_coverage,tracking_validation
TRC_97ac0b68c9a4,S00004185,2025-Q4,T09,플라빅스정,3376265.29,0.792,Unverified,low_coverage,tracking_validation
TRC_b6b5ed92eb38,S00004186,2025-Q1,T09,트라젠타정,816342.57,0.7833,Unverified,low_coverage,tracking_validation
TRC_3786bd4953f5,S00004187,2025-Q2,T06,네시나정,707666.01,0.789,Unverified,low_coverage,tracking_validation
TRC_43f3c75592f2,S00004189,2025-Q4,T08,글루코파지정,176445.41,0.7966,Unverified,low_coverage,tracking_validation
TRC_a2b6dbcda173,S00004197,2025-Q1,T09,타미플루캡슐,696129.89,0.7749,Unverified,low_coverage,tracking_validation
TRC_7151a5196990,S00004217,2025-Q2,T02,타미플루캡슐,1011294.42,0.7794,Unverified,low_coverage,tracking_validation
TRC_812c963a1424,S00004221,2025-Q2,T08,록소르정,1616918.14,0.7783,Unverified,low_coverage,tracking_validation
TRC_0cf2552b82b3,S00004236,2025-Q3,T06,아토르바정,3052083.17,0.772,Unverified,low_coverage,tracking_validation
TRC_ed4d49cb95ff,S00004273,2025-Q2,T02,카나브정,704676.53,0.7771,Unverified,low_coverage,tracking_validation
TRC_c4b8b384181f,S00004282,2025-Q3,T04,자누비아정,1929785.25,0.7925,Unverified,low_coverage,tracking_validation
TRC_1216110c386e,S00004285,2025-Q1,T03,플라빅스정,5925788.34,0.7964,Unverified,low_coverage,tracking_validation
TRC_b044a48b7a5a,S00004291,2025-Q4,T10,아토젯정,1125342.96,0.7924,Unverified,low_coverage,tracking_validation
TRC_53d3c37ebc3f,S00004306,2025-Q3,T07,트라젠타정,880026.64,0.7851,Unverified,low_coverage,tracking_validation
TRC_61f36ecb528d,S00004312,2025-Q1,T04,엑스포지정,276469.14,0.7849,Unverified,low_coverage,tracking_validation
TRC_0f8a4e9265e2,S00004318,2025-Q3,T05,세파클러캡슐,2469669.12,0.7756,Unverified,low_coverage,tracking_validation
TRC_3c9ddf66289f,S00004319,2025-Q4,T03,서스펜정,251866.79,0.7726,Unverified,low_coverage,tracking_validation
TRC_25333a5df081,S00004354,2025-Q4,T01,올메텍정,878396.67,0.7822,Unverified,low_coverage,tracking_validation
TRC_7f2cb53421f8,S00004374,2025-Q2,T05,올메텍정,18639.07,0.7736,Unverified,low_coverage,tracking_validation
TRC_cd885df36788,S00004400,2025-Q4,T07,넥시움정,3125768.21,0.799,Unverified,low_coverage,tracking_validation
TRC_136116a47290,S00004428,2025-Q4,T08,가브스정,622011.81,0.7703,Unverified,low_coverage,tracking_validation
TRC_657b33458da0,S00004431,2025-Q2,T09,아토젯정,565857.83,0.7891,Unverified,low_coverage,tracking_validation
TRC_1212714e9d79,S00004459,2025-Q2,T01,서스펜정,227519.93,0.7787,Unverified,low_coverage,tracking_validation
TRC_1415fe3cbf2d,S00004486,2025-Q3,T10,트라젠타정,260155.75,0.796,Unverified,low_coverage,tracking_validation
